cell_id,user_id,g1_overall_metric,g2_overall_metric,overall_delta_g2_minus_g1,overall_headroom_retention,g1_overall_n_eval_points,g2_overall_n_eval_points,g1_overall_class_count_present,g2_overall_class_count_present,g1_recommend_metric,g2_recommend_metric,recommend_delta_g2_minus_g1,recommend_headroom_retention,g1_recommend_n_eval_points,g2_recommend_n_eval_points,g1_recommend_class_count_present,g2_recommend_class_count_present
low_diversity,666,0.08749676501035196,0.010416666666666666,-0.07708009834368529,-0.37039167193880496,300,300,32,32,0.16666666666666666,0.0,-0.16666666666666666,-0.23076923076923078,6,6,6,6
low_diversity,667,0.0822962423605806,0.04027777777777778,-0.04201846458280282,0.17685489392161988,300,300,32,32,0.0,0.0,0.0,nan,3,3,3,3
low_diversity,668,0.10050273658243067,0.015201576674492071,-0.0853011599079386,-0.23173702755277678,300,300,31,31,0.3333333333333333,0.0,-0.3333333333333333,-0.10344827586206898,5,5,3,3
low_diversity,669,0.0835888378485176,0.021130952380952382,-0.06245788546756522,-0.19333726225130962,300,300,32,32,0.3333333333333333,0.0,-0.3333333333333333,-0.10344827586206898,4,4,3,3
low_diversity,670,0.09139521313803443,0.05376344086021505,-0.037631772277819386,0.3743180826135949,300,300,31,31,0.5,0.0,-0.5,-0.06666666666666667,4,4,2,2
low_diversity,671,0.07549189814814815,0.0171875,-0.05830439814814815,-0.3178548070634401,300,300,32,32,0.16666666666666666,0.0,-0.16666666666666666,-0.23076923076923078,7,7,6,6
low_diversity,672,0.09251085316380547,0.026988636363636364,-0.0655222168001691,-0.06956095803904608,300,300,32,32,0.3333333333333333,0.0,-0.3333333333333333,-0.10344827586206898,5,5,3,3
low_diversity,673,0.08981726694915254,0.016571969696969696,-0.07324529725218284,-0.25061832432395403,300,300,32,32,0.3333333333333333,0.0,-0.3333333333333333,-0.10344827586206898,5,5,3,3
low_diversity,674,0.09025869963369963,0.0390625,-0.05119619963369963,0.1323957322987391,300,300,32,32,0.3333333333333333,0.0,-0.3333333333333333,-0.10344827586206898,5,5,3,3
low_diversity,675,0.09304477418576257,0.03645833333333333,-0.05658644085242924,0.08428436549790519,300,300,32,32,0.2,0.0,-0.2,-0.18518518518518517,8,8,5,5
low_diversity,676,0.07984593837535015,0.034722222222222224,-0.04512371615312792,0.0714508730215914,300,300,32,32,0.3333333333333333,0.0,-0.3333333333333333,-0.10344827586206898,3,3,3,3
low_diversity,677,0.08743666169895678,0.021875,-0.06556166169895677,-0.16685454726302182,300,300,32,32,0.3333333333333333,0.0,-0.3333333333333333,-0.10344827586206898,5,5,3,3
low_diversity,678,0.08017282196969697,0.022135416666666664,-0.0580374053030303,-0.18630534720541986,300,300,32,32,0.2,0.0,-0.2,-0.18518518518518517,5,5,5,5
low_diversity,679,0.07569687257187258,0.017642513736263736,-0.05805435883560884,-0.30615171498809846,300,300,32,32,0.14285714285714285,0.0,-0.14285714285714285,-0.28,10,10,7,7
low_diversity,680,0.09066495688373476,0.026041666666666664,-0.06462329021706809,-0.08766030653737884,300,300,32,32,0.16666666666666666,0.0,-0.16666666666666666,-0.23076923076923078,10,10,6,6
low_diversity,681,0.08930259260465587,0.02727659315958933,-0.06202599944506654,-0.06844495072717906,300,300,31,31,0.25,0.0,-0.25,-0.14285714285714285,4,4,4,4
low_diversity,682,0.09137756642512077,0.021875,-0.06950256642512076,-0.15591850057119905,300,300,32,32,0.2,0.0,-0.2,-0.18518518518518517,8,8,5,5
low_diversity,683,0.0692016317016317,0.018663194444444444,-0.05053843725718725,-0.33165387076135644,300,300,32,32,0.3333333333333333,0.0,-0.3333333333333333,-0.10344827586206898,3,3,3,3
low_diversity,684,0.0817110177404295,0.04071969696969697,-0.04099132077073254,0.18766361428556405,300,300,32,32,0.5,0.0,-0.5,-0.06666666666666667,3,3,2,2
low_diversity,685,0.10321639248919906,0.02633928571428571,-0.07687710677491336,-0.06823621576489754,300,300,32,32,0.3333333333333333,0.0,-0.3333333333333333,-0.10344827586206898,5,5,3,3
low_diversity,686,0.08696370593692021,0.03515625,-0.05180745593692021,0.07011290910036944,300,300,32,32,0.16666666666666666,0.0,-0.16666666666666666,-0.23076923076923078,8,8,6,6
low_diversity,687,0.08677092176004528,0.02312911184210526,-0.06364180991794002,-0.14626717101333866,300,300,32,32,1.0,0.0,-1.0,-0.03225806451612903,2,2,1,1
low_diversity,688,0.07700441919191918,0.01299715909090909,-0.06400726010101009,-0.39893066574680935,300,300,32,32,0.16666666666666666,0.0,-0.16666666666666666,-0.23076923076923078,9,9,6,6
low_diversity,689,0.09029964932097245,0.025268817204301075,-0.06503083211667138,-0.10129074201926902,300,300,31,31,0.14285714285714285,0.14285714285714285,0.0,1.0,10,10,7,7
low_diversity,690,0.06466346153846153,0.026785714285714284,-0.03787774725274724,-0.13360739979445022,300,300,32,32,0.0,0.0,0.0,nan,1,1,1,1
low_diversity,691,0.09031652897453445,0.01602005231037489,-0.07429647666415956,-0.25784395924451986,300,300,31,31,0.5,0.0,-0.5,-0.06666666666666667,3,3,2,2
low_diversity,692,0.08772043408558391,0.050967261904761904,-0.03675317218082201,0.3491607993464218,300,300,32,32,0.14285714285714285,0.0,-0.14285714285714285,-0.28,8,8,7,7
low_diversity,693,0.09502001231527092,0.013888888888888888,-0.08113112342638204,-0.27224569167840146,300,300,32,32,0.25,0.0,-0.25,-0.14285714285714285,5,5,4,4
low_diversity,694,0.08954451345755693,0.04707922286047286,-0.04246529059708407,0.27153881080074194,300,300,32,32,0.1111111111111111,0.1111111111111111,0.0,1.0,10,10,9,9
low_diversity,695,0.09715557275541795,0.01015625,-0.08699932275541794,-0.32006018790369944,300,300,32,32,0.16666666666666666,0.0,-0.16666666666666666,-0.23076923076923078,9,9,6,6
low_diversity,696,0.09094587053571429,0.0234375,-0.06750837053571429,-0.1308716989950923,300,300,32,32,0.3333333333333333,0.0,-0.3333333333333333,-0.10344827586206898,3,3,3,3
low_diversity,697,0.06902920574795575,0.05074404761904762,-0.01828515812890813,0.5159994031929179,300,300,32,32,0.2,0.0,-0.2,-0.18518518518518517,5,5,5,5
low_diversity,698,0.09258078231292516,0.03697916666666667,-0.05560161564625849,0.09341421143847489,300,300,32,32,0.2,0.0,-0.2,-0.18518518518518517,7,7,5,5
low_diversity,699,0.08830037150349651,0.029017857142857144,-0.05928251436063937,-0.03912582509661751,300,300,32,32,0.5,0.0,-0.5,-0.06666666666666667,4,4,2,2
low_diversity,700,0.08151146051640995,0.04650297619047619,-0.03500848432593376,0.30347260174614743,300,300,32,32,0.5,0.0,-0.5,-0.06666666666666667,3,3,2,2
low_diversity,701,0.08887960070653575,0.025607638888888888,-0.06327196181764685,-0.09790734348210076,300,300,32,32,0.14285714285714285,0.14285714285714285,0.0,1.0,9,9,7,7
low_diversity,702,0.08988854803936155,0.02827380952380952,-0.061614738515552034,-0.05075484601345671,300,300,32,32,0.25,0.0,-0.25,-0.14285714285714285,7,7,4,4
low_diversity,703,0.07518830128205128,0.03218005952380952,-0.043008241758241764,0.021167398298792404,300,300,32,32,1.0,0.0,-1.0,-0.03225806451612903,1,1,1,1
low_diversity,704,0.08449716457528958,0.030059523809523807,-0.05443764076576577,-0.02235755086626073,300,300,32,32,0.5,0.0,-0.5,-0.06666666666666667,4,4,2,2
low_diversity,705,0.08617065047021943,0.023995535714285712,-0.06217511475593372,-0.13208991924900818,300,300,32,32,0.25,0.25,0.0,1.0,4,4,4,4
low_diversity,706,0.07497162924794504,0.030555555555555555,-0.04441607369238948,-0.01588331579562729,300,300,32,32,0.2,0.0,-0.2,-0.18518518518518517,6,6,5,5
low_diversity,707,0.08424847211611917,0.026988636363636364,-0.05725983575248281,-0.0804054054054054,300,300,32,32,0.3333333333333333,0.0,-0.3333333333333333,-0.10344827586206898,4,4,3,3
low_diversity,708,0.06804226475279107,0.0380952380952381,-0.029947026657552972,0.18605101211440966,300,300,32,32,0.0,0.0,0.0,nan,5,5,5,5
low_diversity,709,0.09635391481302386,0.03409090909090909,-0.06226300572211477,0.04363653244306551,300,300,32,32,0.14285714285714285,0.0,-0.14285714285714285,-0.28,11,11,7,7
low_diversity,710,0.09858162997903563,0.013392857142857142,-0.0851887728361785,-0.26521180109114917,300,300,32,32,0.3333333333333333,0.0,-0.3333333333333333,-0.10344827586206898,6,6,3,3
low_diversity,711,0.06809640522875816,0.027083333333333334,-0.04101307189542483,-0.11308203991130819,300,300,32,32,0.25,0.0,-0.25,-0.14285714285714285,5,5,4,4
low_diversity,712,0.08090016708437761,0.026041666666666664,-0.05485850041771095,-0.10490062046482285,300,300,32,32,0.3333333333333333,0.0,-0.3333333333333333,-0.10344827586206898,6,6,3,3
low_diversity,713,0.09100314919111853,0.026041666666666664,-0.06496148252445186,-0.08716416463130083,300,300,32,32,0.16666666666666666,0.0,-0.16666666666666666,-0.23076923076923078,8,8,6,6
low_diversity,714,0.0794537529167747,0.028125,-0.0513287529167747,-0.06482897722497687,300,300,32,32,0.0,0.0,0.0,nan,3,3,3,3
low_diversity,715,0.09908201493316625,0.015224358974358974,-0.08385765595880727,-0.23625482806947162,300,300,32,32,0.14285714285714285,0.0,-0.14285714285714285,-0.28,11,11,7,7
low_diversity,716,0.08282424812030076,0.031646825396825395,-0.05117742272347536,0.007694254619083748,300,300,32,32,0.1111111111111111,0.1111111111111111,0.0,1.0,9,9,9,9
low_diversity,717,0.08246736194477791,0.02599431818181818,-0.05647304376295973,-0.10261523863428278,300,300,32,32,0.25,0.0,-0.25,-0.14285714285714285,6,6,4,4
low_diversity,718,0.09590174129353234,0.02270833333333333,-0.073193407960199,-0.13211812235475187,300,300,32,32,0.25,0.0,-0.25,-0.14285714285714285,5,5,4,4
low_diversity,719,0.07560939060939062,0.021701388888888888,-0.05390800172050173,-0.21525568723862784,300,300,32,32,0.125,0.0,-0.125,-0.3333333333333333,9,9,8,8
low_diversity,720,0.08943965517241378,0.040625,-0.04881465517241378,0.16111111111111115,300,300,32,32,0.25,0.0,-0.25,-0.14285714285714285,5,5,4,4
low_diversity,721,0.08797555524756592,0.012473290598290597,-0.07550226464927533,-0.33100970664390467,300,300,32,32,0.3333333333333333,0.0,-0.3333333333333333,-0.10344827586206898,4,4,3,3
low_diversity,722,0.08370146839223494,0.038636363636363635,-0.045065104755871305,0.14082281893669793,300,300,32,32,0.16666666666666666,0.0,-0.16666666666666666,-0.23076923076923078,9,9,6,6
low_diversity,723,0.06593707827260459,0.026481331168831168,-0.03945574710377342,-0.13747680890538036,300,300,32,32,0.0,0.0,0.0,nan,3,3,3,3
low_diversity,724,0.07780566423070298,0.03225806451612903,-0.04554759971457395,0.021652886556051396,300,300,31,31,0.0,0.0,0.0,nan,3,3,3,3
low_diversity,725,0.09118961643816471,0.01171875,-0.07947086643816471,-0.32584876515099076,300,300,32,32,0.2,0.0,-0.2,-0.18518518518518517,5,5,5,5
low_diversity,726,0.07995560109289618,0.015625,-0.06433060109289618,-0.3208049926372624,300,300,32,32,0.0,0.0,0.0,nan,2,2,2,2
low_diversity,727,0.08282553754813864,0.0234375,-0.059388037548138636,-0.15147685068154862,300,300,32,32,0.14285714285714285,0.0,-0.14285714285714285,-0.28,8,8,7,7
low_diversity,728,0.10044642857142858,0.03831845238095238,-0.0621279761904762,0.10215053763440854,300,300,32,32,0.3333333333333333,0.0,-0.3333333333333333,-0.10344827586206898,7,7,3,3
low_diversity,729,0.0789887794198139,0.010416666666666666,-0.06857211275314723,-0.4364027230383376,300,300,32,32,0.0,0.0,0.0,nan,3,3,3,3
low_diversity,730,0.08749775985663083,0.0203125,-0.06718525985663083,-0.19445218845832168,300,300,32,32,0.3333333333333333,0.0,-0.3333333333333333,-0.10344827586206898,3,3,3,3
low_diversity,731,0.0565625,0.026633522727272728,-0.029928977272727274,-0.1823793490460157,300,300,32,32,0.0,0.0,0.0,nan,4,4,4,4
low_diversity,732,0.09160437430786267,0.020833333333333332,-0.07077104097452934,-0.17259174311926612,300,300,32,32,0.25,0.0,-0.25,-0.14285714285714285,7,7,4,4
low_diversity,733,0.07942123390236598,0.046875,-0.03254623390236598,0.3243637070137944,300,300,32,32,0.1111111111111111,0.0,-0.1111111111111111,-0.391304347826087,10,10,9,9
low_diversity,734,0.07014802631578948,0.03515625,-0.03499177631578948,0.1004228329809725,300,300,32,32,0.25,0.0,-0.25,-0.14285714285714285,4,4,4,4
low_diversity,735,0.06403985507246376,0.04181547619047619,-0.022224378881987576,0.3222178374112075,300,300,32,32,0.0,0.0,0.0,nan,4,4,4,4
low_diversity,736,0.06313374125874126,0.020833333333333332,-0.04230040792540793,-0.3267077907242404,300,300,32,32,0.0,0.0,0.0,nan,4,4,4,4
low_diversity,737,0.08692897015265436,0.03125,-0.055678970152654356,0.0,300,300,32,32,0.25,0.0,-0.25,-0.14285714285714285,6,6,4,4
low_diversity,738,0.08149744572158366,0.04055059523809524,-0.040946850483488416,0.18509588108476116,300,300,32,32,0.14285714285714285,0.0,-0.14285714285714285,-0.28,9,9,7,7
low_diversity,739,0.08600286514544146,0.021763392857142856,-0.0642394722882986,-0.17326229627723813,300,300,32,32,0.14285714285714285,0.0,-0.14285714285714285,-0.28,10,10,7,7
low_diversity,740,0.10354176392779334,0.04720982142857143,-0.05633194249922191,0.22076956711849582,300,300,32,32,0.3333333333333333,0.0,-0.3333333333333333,-0.10344827586206898,5,5,3,3
low_diversity,741,0.09225863564098859,0.028385416666666666,-0.06387321897432192,-0.04695373537264889,300,300,32,32,0.16666666666666666,0.0,-0.16666666666666666,-0.23076923076923078,7,7,6,6
low_diversity,742,0.08158177205308353,0.028273809523809524,-0.053307962529274014,-0.059131446297014334,300,300,32,32,0.2,0.0,-0.2,-0.18518518518518517,5,5,5,5
low_diversity,743,0.09810524425287356,0.04036458333333333,-0.057740660919540235,0.13633310946944252,300,300,32,32,0.2,0.0,-0.2,-0.18518518518518517,5,5,5,5
low_diversity,744,0.08522727272727273,0.0390625,-0.046164772727272735,0.14473684210526314,300,300,32,32,0.0,0.3333333333333333,0.3333333333333333,nan,3,3,3,3
low_diversity,745,0.08902529761904762,0.015190972222222222,-0.0738343253968254,-0.27795664305644985,300,300,32,32,0.25,0.0,-0.25,-0.14285714285714285,5,5,4,4
low_diversity,746,0.07867597858815657,0.011979166666666666,-0.0666968119214899,-0.4063349646547037,300,300,32,32,0.0,0.0,0.0,nan,4,4,4,4
low_diversity,747,0.0831702152014652,0.02703373015873016,-0.05613648504273504,-0.08120670965845411,300,300,32,32,0.2,0.0,-0.2,-0.18518518518518517,5,5,5,5
low_diversity,748,0.0879916958041958,0.03333333333333333,-0.05465836247086247,0.036716092175364264,300,300,32,32,0.25,0.0,-0.25,-0.14285714285714285,6,6,4,4
low_diversity,749,0.08240905057675244,0.03214285714285714,-0.050266193433895295,0.017452574525745196,300,300,32,32,,,,,0,0,0,0
low_diversity,750,0.08800680126473882,0.04891826923076923,-0.03908853203396959,0.3112978328069725,300,300,32,32,0.5,0.5,0.0,1.0,2,2,2,2
low_diversity,751,0.0926091129640098,0.025,-0.06760911296400979,-0.10185936038002925,300,300,32,32,0.3333333333333333,0.0,-0.3333333333333333,-0.10344827586206898,4,4,3,3
low_diversity,752,0.09967384032114184,0.024305555555555552,-0.07536828476558628,-0.10149159140807139,300,300,32,32,0.125,0.0,-0.125,-0.3333333333333333,9,9,8,8
low_diversity,753,0.09084148672964462,0.019345238095238096,-0.07149624863440653,-0.19977286283813614,300,300,32,32,0.25,0.0,-0.25,-0.14285714285714285,5,5,4,4
low_diversity,754,0.07106643356643357,0.02862762237762238,-0.04243881118881118,-0.06586169045005484,300,300,32,32,0.14285714285714285,0.0,-0.14285714285714285,-0.28,11,11,7,7
low_diversity,755,0.07957122314975058,0.01796875,-0.061602473149750585,-0.27485334878300893,300,300,32,32,0.25,0.0,-0.25,-0.14285714285714285,4,4,4,4
low_diversity,756,0.09655400512477719,0.021875,-0.07467900512477718,-0.14355934191305833,300,300,32,32,0.16666666666666666,0.16666666666666666,0.0,1.0,10,10,6,6
low_diversity,757,0.09048544657097289,0.03125,-0.05923544657097289,0.0,300,300,32,32,0.2,0.0,-0.2,-0.18518518518518517,8,8,5,5
low_diversity,758,0.058751702283679035,0.03697916666666667,-0.021772535617012367,0.20832043804309008,300,300,32,32,0.0,0.0,0.0,nan,6,6,5,5
low_diversity,759,0.08246524894542796,0.03861607142857143,-0.04384917751685653,0.14382574682825996,300,300,32,32,0.2,0.2,0.0,1.0,6,6,5,5
low_diversity,760,0.09677471327861953,0.023809523809523808,-0.07296518946909572,-0.11355221287025442,300,300,32,32,0.5,0.0,-0.5,-0.06666666666666667,6,6,2,2
low_diversity,761,0.08518172401369123,0.05390625,-0.031275474013691226,0.42009133611691024,300,300,32,32,0.5,0.0,-0.5,-0.06666666666666667,3,3,2,2
low_diversity,762,0.08627450980392157,0.00390625,-0.08236825980392157,-0.49693763919821826,300,300,32,32,0.5,0.0,-0.5,-0.06666666666666667,4,4,2,2
low_diversity,763,0.09554567464214664,0.016487455197132614,-0.07905821944501402,-0.2296040112345341,300,300,31,31,0.16666666666666666,0.0,-0.16666666666666666,-0.23076923076923078,10,10,6,6
low_diversity,764,0.08329967403628118,0.033854166666666664,-0.04944550736961451,0.05003233382117691,300,300,32,32,0.25,0.0,-0.25,-0.14285714285714285,4,4,4,4
low_diversity,765,0.09639318379790941,0.05022321428571429,-0.046169969512195125,0.2912540219798588,300,300,32,32,0.3333333333333333,0.0,-0.3333333333333333,-0.10344827586206898,6,6,3,3
low_diversity,766,0.06781267104542966,0.026704545454545453,-0.04110812559088421,-0.12431954273271643,300,300,32,32,0.2,0.0,-0.2,-0.18518518518518517,6,6,5,5
low_diversity,767,0.09072086968758794,0.014583333333333334,-0.0761375363542546,-0.2802492506704528,300,300,32,32,0.2,0.0,-0.2,-0.18518518518518517,7,7,5,5
low_diversity,768,0.07144276629570748,0.02256944444444444,-0.04887332185126304,-0.21597308062079393,300,300,32,32,0.0,0.0,0.0,nan,4,4,4,4
low_diversity,769,0.08733956035333154,0.03072916666666667,-0.05661039368666487,-0.009285744620788343,300,300,32,32,0.16666666666666666,0.0,-0.16666666666666666,-0.23076923076923078,9,9,6,6
low_diversity,770,0.09150955761125253,0.025961538461538463,-0.06554801914971406,-0.08776137343354808,300,300,32,32,0.5,0.0,-0.5,-0.06666666666666667,4,4,2,2
low_diversity,771,0.07843370060790274,0.02291666666666667,-0.05551703394123607,-0.17661466196946818,300,300,32,32,0.5,0.0,-0.5,-0.06666666666666667,2,2,2,2
low_diversity,772,0.09428615196078431,0.0183531746031746,-0.0759329773576097,-0.20459410981889722,300,300,32,32,0.2,0.0,-0.2,-0.18518518518518517,9,9,5,5
low_diversity,773,0.06826095642018562,0.015625,-0.05263595642018562,-0.422172283866682,300,300,32,32,0.125,0.0,-0.125,-0.3333333333333333,8,8,8,8
low_diversity,774,0.09107034040020406,0.018536490683229812,-0.07253384971697426,-0.2125282008045347,300,300,32,32,0.14285714285714285,0.0,-0.14285714285714285,-0.28,10,10,7,7
low_diversity,775,0.08531936030226044,0.0265625,-0.05875686030226043,-0.0866942011852142,300,300,32,32,0.25,0.0,-0.25,-0.14285714285714285,5,5,4,4
low_diversity,776,0.09611742424242424,0.0296875,-0.06642992424242425,-0.024087591240875936,300,300,32,32,0.3333333333333333,0.0,-0.3333333333333333,-0.10344827586206898,7,7,3,3
low_diversity,777,0.09024423722977563,0.037946428571428575,-0.05229780865834706,0.11350987631803378,300,300,32,32,0.5,0.0,-0.5,-0.06666666666666667,3,3,2,2
low_diversity,778,0.09083918748141541,0.03125,-0.05958918748141541,0.0,300,300,32,32,0.14285714285714285,0.0,-0.14285714285714285,-0.28,10,10,7,7
low_diversity,779,0.06561147186147186,0.03937815656565657,-0.02623331529581529,0.23654855643044628,300,300,32,32,0.25,0.0,-0.25,-0.14285714285714285,4,4,4,4
low_diversity,780,0.08666954685099845,0.03225806451612903,-0.05441148233486942,0.018189692507579028,300,300,31,31,0.3333333333333333,0.0,-0.3333333333333333,-0.10344827586206898,4,4,3,3
low_diversity,781,0.07740003052503053,0.024479166666666663,-0.052920863858363865,-0.14671351798263751,300,300,32,32,0.25,0.0,-0.25,-0.14285714285714285,6,6,4,4
low_diversity,782,0.07883946665438467,0.01177536231884058,-0.06706410433554409,-0.4092215998677329,300,300,32,32,0.0,0.0,0.0,nan,6,6,6,6
low_diversity,783,0.08606567883511074,0.019886363636363636,-0.0661793151987471,-0.20730631463707583,300,300,32,32,0.3333333333333333,0.0,-0.3333333333333333,-0.10344827586206898,5,5,3,3
low_diversity,784,0.08359410143949618,0.0359375,-0.04765660143949618,0.08955163755018726,300,300,32,32,0.25,0.0,-0.25,-0.14285714285714285,5,5,4,4
low_diversity,785,0.09236937152492936,0.041666666666666664,-0.05070270485826269,0.17043150815806274,300,300,32,32,0.25,0.0,-0.25,-0.14285714285714285,7,7,4,4
low_diversity,786,0.09486946946631501,0.025,-0.069869469466315,-0.09824036654862744,300,300,32,32,0.2,0.0,-0.2,-0.18518518518518517,7,7,5,5
low_diversity,787,0.08102707980425372,0.03850446428571429,-0.04252261551853943,0.14573904926207332,300,300,32,32,0.3333333333333333,0.0,-0.3333333333333333,-0.10344827586206898,4,4,3,3
low_diversity,788,0.10265196243814664,0.022135416666666664,-0.08051654577147999,-0.1276517202342866,300,300,32,32,0.25,0.0,-0.25,-0.14285714285714285,5,5,4,4
low_diversity,789,0.08501660233471378,0.013020833333333332,-0.07199576900138045,-0.3390425631358375,300,300,32,32,0.09090909090909091,0.0,-0.09090909090909091,-0.5238095238095238,13,13,11,11
low_diversity,790,0.09617213804713805,0.0296875,-0.06648463804713806,-0.024067291173705898,300,300,32,32,0.16666666666666666,0.0,-0.16666666666666666,-0.23076923076923078,9,9,6,6
low_diversity,791,0.10516486587183309,0.004774305555555555,-0.10039056031627754,-0.3581917403510246,300,300,32,32,1.0,0.0,-1.0,-0.03225806451612903,6,6,1,1
low_diversity,792,0.09786345580775554,0.026881720430107524,-0.07098173537764801,-0.06557653430410819,300,300,31,31,0.25,0.0,-0.25,-0.14285714285714285,6,6,4,4
low_diversity,793,0.07938112745098039,0.015873015873015872,-0.06350811157796452,-0.3194810705950108,300,300,32,32,0.0,0.0,0.0,nan,11,11,9,9
low_diversity,794,0.08173164152024447,0.016666666666666666,-0.0650649748535778,-0.2888838970793973,300,300,32,32,0.25,0.0,-0.25,-0.14285714285714285,4,4,4,4
low_diversity,795,0.07977979052197802,0.03958333333333333,-0.04019645718864469,0.17171583152742761,300,300,32,32,0.125,0.0,-0.125,-0.3333333333333333,10,10,8,8
low_diversity,796,0.08850282360100033,0.026113671274961597,-0.06238915232603873,-0.08971310761603486,300,300,31,31,0.14285714285714285,0.0,-0.14285714285714285,-0.28,11,11,7,7
low_diversity,797,0.07012028075507919,0.02421875,-0.04590153075507919,-0.18089012642598998,300,300,32,32,0.16666666666666666,0.0,-0.16666666666666666,-0.23076923076923078,6,6,6,6
